loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_end_date,loan_status
LN700023,CUST101104,STUDENT LOAN,43078.44,6.67,11-May-2012,05-11-2018,Closed
LN700451,CUST102249,AUTO LOAN,18404.5,5.82,2014-10-13,13.10.2034,Paid Off
LN700772,CUST101126,MORTGAGE,251678.73,5.09,04-Dec-2019,04/12/2040,Closed
LN700635,CUST100469,mortgage,227085.01,6.03,29/06/2017,29/06/2028,Paid Off
LN700096,CUST101386,student loan,56664.19,3.49,19/09/2020,19/09/2022,Defaulted
LN700821,CUST100055,Student Loan,53651.7,4.29,10-Oct-2023,2040-10-10,Active
LN700164,CUST100083,auto loan,6286.88,0.0,12.11.2014,12/11/2033,Active
LN700294,CUST102281,PERSONAL LOAN,1447.34,11.53,19-Mar-2012,03-19-2027,Defaulted
LN700682,CUST102107,Personal,1375.72,11.61,2020-09-19,2023-09-19,Active
LN700676,CUST101519,Home Loan,366050.12,4.74,31/10/2010,10-31-2019,Active
LN701163,CUST102744,Personal Loan,16046.71,10.78,29.07.2020,29.07.2029,Active
LN700012,CUST100579,personal loan,24839.17,16.54,04-09-2020,09/04/2034,Paid Off
LN700730,CUST101863,Personal Loan,3124.15,17.96,08/08/2015,08-08-2016,Active
LN701134,CUST100194,Personal,2567.77,8.66,14/01/2013,01-14-2020,Active
LN700691,CUST100310,Car Loan,6914.29,11.85,21/02/2012,02-21-2026,Defaulted
LN700719,CUST101189,PERSONAL LOAN,17815.9,16.93,20/11/2012,11-20-2033,Active
LN700355,CUST102828,auto loan,18505.56,6.17,24-Oct-2016,24.10.2040,Closed
LN700843,CUST101181,Personal Loan,5538.35,9.1,11-08-2015,11-08-2028,Active
LN700680,CUST100405,STUDENT LOAN,34630.64,2.36,01/03/2015,01/03/2033,Active
LN701074,CUST101380,Home Loan,312287.76,45.0,2010-02-27,27/02/2031,Active
LN701097,CUST100367,student loan,24815.82,-3.5,28.09.2017,2019-09-28,Paid Off
LN700858,CUST100406,mortgage,351532.9,6.33,06-13-2017,06-13-2019,Defaulted
LN700756,CUST103068,Auto Loan,3130.31,9.37,2021-06-24,06-24-2031,
LN700046,CUST100849,Student Loan,26319.13,2.33,08.09.2013,2022-09-08,Paid Off
LN700745,CUST102619,personal loan,9171.48,16.37,2012-05-16,2036-05-16,Active
LN701000,CUST102189,student loan,49710.75,6.32,20/10/2010,20/10/2033,
LN701132,CUST101639,PERSONAL LOAN,6365.69,17.4,09-21-2016,21/09/2036,Paid Off
LN700042,CUST102324,Student Loan,37585.75,2.72,30.04.2018,30-Apr-2023,Defaulted
LN700787,CUST100862,STUDENT LOAN,48181.18,4.03,29.03.2016,03-29-2030,Paid Off
LN701205,CUST102082,Student Loan,50211.53,4.25,25/01/2022,25-Jan-2040,Active
LN700303,CUST103049,STUDENT LOAN,43789.7,3.26,28.03.2017,03-28-2025,Active
LN700244,CUST100155,STUDENT LOAN,22864.29,1.69,30-Dec-2016,30/12/2026,Paid Off
LN700141,CUST100230,Student Loan,14120.25,4.81,07-Nov-2015,07/11/2017,Active
LN700345,CUST102892,AUTO LOAN,26118.37,9.42,02-16-2012,2025-02-16,Active
LN701190,CUST102951,MORTGAGE,249322.61,3.01,02-17-2010,17.02.2028,Paid Off
LN700982,CUST100109,auto loan,38732.14,5.19,09-17-2020,17-Sep-2026,Active
LN700047,CUST102494,STUDENT LOAN,10204.76,2.1,07-Feb-2013,07.02.2019,Paid Off
LN700973,CUST101538,Student Loan,47936.05,-3.5,03-18-2015,18-Mar-2030,Active
LN700496,CUST101722,Auto Loan,37973.64,8.05,2014-08-26,2024-08-26,Active
LN701099,CUST100920,personal loan,6242.19,99.9,06.07.2022,06-Jul-2030,Paid Off
LN700798,CUST100841,Home Loan,220402.88,4.66,27/11/2011,27-Nov-2025,Closed
LN700132,CUST102399,Home Loan,391098.56,4.33,06-28-2021,2037-06-28,
LN700118,CUST102583,Personal Loan,17221.57,5.41,01-Feb-2012,2024-02-01,
LN701120,CUST102692,AUTO LOAN,37973.22,9.39,03-11-2021,11.03.2029,Paid Off
LN700216,CUST100870,MORTGAGE,392763.44,3.2,2010-05-06,05-06-2034,Paid Off
LN700418,CUST102505,MORTGAGE,128539.34,4.42,2017-02-13,13-Feb-2018,Paid Off
LN700426,CUST102560,Auto Loan,3326.99,9.48,15-Nov-2011,15-Nov-2014,Defaulted
LN700295,CUST102192,student loan,36960.04,45.0,28/04/2021,04-28-2040,Paid Off
LN701166,CUST101388,auto loan,8348.35,6.53,13.04.2011,04-13-2015,Defaulted
LN700842,CUST102719,STUDENT LOAN,37958.29,5.74,2016-12-08,12-08-2040,Closed
LN700949,CUST100183,MORTGAGE,160089.98,5.38,15-Oct-2015,2039-10-15,Defaulted
LN701147,CUST101997,Student Loan,48745.65,5.59,12-10-2011,10/12/2031,Defaulted
LN700814,CUST100606,Auto Loan,16294.97,6.22,10/05/2016,05-10-2027,Active
LN700697,CUST101969,MORTGAGE,415519.87,3.69,2012-05-21,05-21-2027,Closed
LN700813,CUST103062,Personal Loan,20806.61,8.9,18-Nov-2020,18-Nov-2038,Active
LN700254,CUST101900,PERSONAL LOAN,18407.97,6.29,13-May-2016,13/05/2033,Paid Off
LN700419,CUST100017,Home Loan,287584.07,4.59,02.08.2020,2034-08-02,Defaulted
LN700519,CUST101321,Personal Loan,24407.46,8.88,16.01.2023,01-16-2033,Closed
LN700666,CUST102537,Personal,6482.42,9.24,11-05-2014,11-05-2015,Active
LN700754,CUST101453,MORTGAGE,310540.79,3.12,2019-12-01,01/12/2040,Defaulted
LN700571,CUST103057,auto loan,12993.66,9.07,17.08.2017,17-Aug-2029,Active
LN700070,CUST100756,auto loan,19914.52,8.52,12-Jul-2018,12/07/2039,Closed
LN700878,CUST101712,Mortgage,310703.85,2.75,08-Jan-2015,2017-01-08,
LN700698,CUST102716,Auto Loan,28651.55,8.66,03-04-2023,2036-03-04,Closed
LN700370,CUST102592,Mortgage,108780.51,4.28,05-Jan-2020,01-05-2031,Defaulted
LN701028,CUST102561,Student Loan,16366.59,3.47,06/06/2017,06/06/2035,Paid Off
LN700703,CUST102615,STUDENT LOAN,10515.54,3.24,01.09.2014,09-01-2036,
LN700539,CUST102207,AUTO LOAN,11344.26,7.0,23/12/2018,23/12/2023,
LN700992,CUST101534,student loan,14974.19,2.8,10/04/2018,2038-04-10,Closed
LN700501,CUST102089,personal loan,22670.7,6.77,10-Mar-2018,10/03/2040,
LN700986,CUST102703,mortgage,362592.36,5.82,21/09/2023,2039-09-21,Defaulted
LN700371,CUST102950,auto loan,14447.39,6.09,21/12/2023,21/12/2034,Defaulted
LN700618,CUST100651,AUTO LOAN,20397.89,4.39,05-27-2018,27.05.2022,
LN701216,CUST102225,Mortgage,398223.1,4.4,30.07.2015,07-30-2033,Defaulted
LN700958,CUST101110,Car Loan,28407.1,99.9,20.01.2010,20/01/2026,Defaulted
LN700837,CUST100977,auto loan,32598.03,11.36,02-24-2010,24.02.2030,Active
LN700258,CUST102389,AUTO LOAN,39147.64,4.38,2019-01-16,2029-01-16,Paid Off
LN700532,CUST101223,AUTO LOAN,10350.39,5.04,05-07-2016,07.05.2028,Defaulted
LN700660,CUST100909,personal loan,17172.37,16.2,27/01/2016,01-27-2024,Closed
LN700106,CUST101000,STUDENT LOAN,47008.35,2.86,28.12.2017,28-Dec-2032,Active
LN700415,CUST101439,personal loan,2369.04,9.15,03/04/2018,03-Apr-2024,
LN700963,CUST100339,AUTO LOAN,15180.79,10.53,2011-11-30,30-Nov-2018,Defaulted
LN701009,CUST103093,PERSONAL LOAN,17611.5,10.88,15.07.2023,15-Jul-2035,Active
LN700166,CUST100568,MORTGAGE,401334.95,6.45,04-03-2013,03/04/2020,Paid Off
LN701072,CUST101410,mortgage,180873.48,6.48,15-Jan-2014,2018-01-15,Closed
LN700289,CUST102582,auto loan,22892.77,6.2,21/12/2011,12-21-2031,Defaulted
LN700675,CUST102413,Home Loan,290420.04,6.12,12-12-2011,12-Dec-2017,Defaulted
LN700245,CUST102182,Personal,4295.34,14.82,01-Aug-2012,08-01-2030,Closed
LN700207,CUST102596,personal loan,14989.78,15.0,26/11/2016,26.11.2027,Closed
LN700020,CUST100891,STUDENT LOAN,40160.96,1.53,2021-03-11,11-Mar-2026,Closed
LN700060,CUST102750,mortgage,308076.54,5.7,09/04/2014,09/04/2023,Defaulted
LN700082,CUST102589,student loan,10551.31,4.93,29-Aug-2017,08-29-2034,Active
LN700427,CUST100713,mortgage,178979.52,5.38,28.08.2022,08-28-2023,Paid Off
LN700471,CUST100065,MORTGAGE,433151.39,6.4,29-Jan-2015,2024-01-29,Active
LN700248,CUST101908,AUTO LOAN,17669.07,6.08,22.04.2022,2040-04-22,Paid Off
LN700137,CUST102056,Personal Loan,6547.05,6.12,06-03-2010,06-03-2035,Paid Off
LN700221,CUST100670,AUTO LOAN,22934.33,9.08,28-Jul-2012,2021-07-28,Closed
LN701103,CUST100636,Personal Loan,18081.06,13.75,2015-09-23,23/09/2019,Active
LN700706,CUST102645,mortgage,397946.24,-3.5,09-19-2012,19.09.2019,Defaulted
LN700623,CUST100467,student loan,25246.14,5.22,21/02/2017,02-21-2038,Defaulted
LN701158,CUST102295,Auto Loan,38846.89,4.5,2015-01-22,22/01/2019,Closed
LN700695,CUST102199,mortgage,209968.61,6.17,15-Sep-2022,2026-09-15,Defaulted
LN700671,CUST100707,auto loan,34097.22,5.98,28.12.2017,28.12.2036,Closed
LN700408,CUST101653,Student Loan,35586.83,4.73,01-23-2011,2022-01-23,Paid Off
LN700324,CUST103114,MORTGAGE,87346.13,2.94,04-04-2016,04.04.2028,Closed
LN701173,CUST101713,MORTGAGE,315023.89,3.37,13-Aug-2013,2037-08-13,Defaulted
LN700361,CUST100675,Car Loan,37200.81,6.39,07-21-2022,2040-07-21,Active
LN701182,CUST101850,Personal Loan,12912.47,6.88,2013-02-06,02-06-2032,Defaulted
LN700409,CUST102527,student loan,18331.24,6.39,01-Feb-2010,01.02.2029,Closed
LN700076,CUST102259,Student Loan,48540.6,2.29,20.06.2012,2021-06-20,Defaulted
LN701005,CUST101799,Home Loan,272091.31,2.82,2023-04-08,08/04/2040,Closed
LN700755,CUST100276,personal loan,8973.2,14.38,07-13-2023,2040-07-13,Active
LN700782,CUST100790,PERSONAL LOAN,1217.56,14.76,21/01/2012,2033-01-21,Active
LN700465,CUST100662,PERSONAL LOAN,11692.78,16.49,14/06/2013,2025-06-14,Paid Off
LN700594,CUST100821,Home Loan,433884.24,4.36,30/08/2018,30-Aug-2025,Defaulted
LN701004,CUST102257,Student Loan,32821.95,5.15,17/07/2019,07-17-2038,Closed
LN700808,CUST101864,Home Loan,260773.96,4.31,14/09/2021,14.09.2040,Closed
LN701101,CUST100764,mortgage,350762.37,-3.5,03/06/2011,03.06.2015,Defaulted
LN700185,CUST101479,Student Loan,39219.84,3.37,22.01.2012,2035-01-22,Closed
LN700696,CUST100288,AUTO LOAN,10866.51,6.44,2012-06-18,18-Jun-2033,Closed
LN700716,CUST100872,Mortgage,172128.88,5.88,04-03-2020,03-Apr-2040,Paid Off
LN700268,CUST102786,Student Loan,22838.2,2.95,2012-04-09,09.04.2013,Paid Off
LN700743,CUST100701,student loan,31215.99,2.15,09-Nov-2012,09/11/2037,Defaulted
LN700211,CUST101843,Student Loan,47312.07,3.43,14.11.2021,14-Nov-2040,Active
LN700423,CUST101231,Personal Loan,1099.67,14.34,17.03.2011,17/03/2028,Closed
LN700168,CUST100975,STUDENT LOAN,34368.54,6.05,2014-09-14,2020-09-14,Paid Off
LN700926,CUST101395,mortgage,383422.69,3.7,14.03.2011,2029-03-14,Paid Off
LN701053,CUST101312,Mortgage,383891.27,5.39,29/12/2010,29-Dec-2012,Closed
LN700085,CUST102812,STUDENT LOAN,58500.04,3.68,21-Oct-2013,21-Oct-2018,Defaulted
LN700871,CUST102374,personal loan,4597.11,12.92,28/06/2012,28/06/2035,Closed
LN700111,CUST102570,personal loan,7194.37,12.76,2014-09-21,21-Sep-2026,Paid Off
LN700607,CUST101563,personal loan,6973.15,11.32,16.09.2021,09-16-2034,Defaulted
LN700225,CUST102548,personal loan,3553.53,10.79,17/05/2016,05-17-2027,Closed
LN700909,CUST101585,MORTGAGE,177417.53,2.79,15-Jan-2016,2027-01-15,Closed
LN701159,CUST101546,STUDENT LOAN,45627.8,45.0,29/12/2021,29.12.2029,Active
LN700860,CUST100218,mortgage,429522.74,2.73,27/01/2015,2037-01-27,Defaulted
LN700508,CUST101704,personal loan,16015.33,12.93,2021-02-16,16.02.2040,Closed
LN700074,CUST100924,Personal Loan,12827.69,9.75,13/09/2018,13/09/2036,Paid Off
LN700414,CUST103120,Student Loan,35143.28,2.79,2023-12-14,14-Dec-2040,Closed
LN700156,CUST100079,Car Loan,31641.58,5.88,16/12/2023,16-Dec-2039,Active
LN700823,CUST100521,Personal Loan,2736.62,9.38,17.01.2010,17-Jan-2013,Defaulted
LN700293,CUST100850,mortgage,228751.9,5.27,11.12.2012,11/12/2033,Paid Off
LN701209,CUST101617,STUDENT LOAN,10960.74,4.13,07.04.2010,2011-04-07,Active
LN701060,CUST101670,AUTO LOAN,22813.72,6.37,23-Nov-2012,23-Nov-2031,Closed
LN700215,CUST101826,Student Loan,56097.59,1.82,07-12-2014,12.07.2037,Closed
LN700922,CUST102236,auto loan,12952.78,11.25,08/11/2013,08.11.2014,Paid Off
LN700868,CUST102702,auto loan,4387.28,8.66,2016-08-13,13/08/2020,Paid Off
LN700593,CUST100269,Student Loan,49994.43,0.0,04-Nov-2014,2039-11-04,Defaulted
LN700915,CUST102740,Personal,17438.89,6.4,21.09.2023,21-Sep-2040,Active
LN700663,CUST100224,Car Loan,9686.77,11.09,03-21-2022,21/03/2040,Defaulted
LN700406,CUST101550,Student Loan,22483.91,5.46,26.02.2016,26.02.2026,
LN700495,CUST102079,Home Loan,157951.76,6.18,2021-07-03,03/07/2031,Active
LN700425,CUST101412,mortgage,438585.12,3.54,2014-02-03,03/02/2026,Paid Off
LN700845,CUST102851,PERSONAL LOAN,7703.33,6.62,24/04/2016,24.04.2038,Active
LN700518,CUST102643,Car Loan,30684.64,10.23,09-13-2022,13-Sep-2030,Paid Off
LN700115,CUST100018,AUTO LOAN,23681.1,9.98,25/11/2014,11-25-2027,Defaulted
LN700228,CUST101056,Personal,3047.04,5.72,17.01.2013,17.01.2017,
LN700609,CUST101591,student loan,32572.52,2.44,25-Apr-2023,2027-04-25,Active
LN701186,CUST102186,student loan,37685.42,2.51,2018-05-23,23-May-2028,Defaulted
LN701064,CUST101694,AUTO LOAN,6106.85,11.6,03.03.2019,03-03-2020,Active
LN700867,CUST100416,Personal Loan,23231.33,17.57,12-Jun-2014,06-12-2021,Defaulted
LN701048,CUST101595,STUDENT LOAN,56999.85,5.7,2011-11-19,2012-11-19,Paid Off
LN701222,CUST100359,Car Loan,21724.77,10.4,06-11-2021,06-11-2040,Active
LN700570,CUST102030,auto loan,13937.15,8.73,12-20-2016,20.12.2039,Defaulted
LN701075,CUST102862,PERSONAL LOAN,8824.87,15.33,31/05/2012,31/05/2014,Closed
LN700389,CUST101295,STUDENT LOAN,24222.39,5.41,29-Aug-2011,2014-08-29,Paid Off
LN700562,CUST101032,auto loan,12362.11,8.28,11.04.2016,11/04/2017,Paid Off
LN701035,CUST100002,Auto Loan,14756.4,6.82,17-Aug-2013,2020-08-17,Defaulted
LN700318,CUST100187,Home Loan,169187.94,4.38,19-Dec-2016,19/12/2039,Paid Off
LN700736,CUST103035,Personal,16502.19,9.41,16/07/2015,07-16-2023,Closed
LN700269,CUST101584,STUDENT LOAN,46089.15,4.66,05-05-2020,05/05/2035,
LN701108,CUST101537,STUDENT LOAN,11486.37,6.33,01/04/2020,2028-04-01,Active
LN701078,CUST101183,AUTO LOAN,10291.01,11.49,03-05-2010,2017-03-05,Active
LN700428,CUST101649,Personal,17831.57,14.13,08-Mar-2021,08/03/2029,Paid Off
LN700914,CUST102814,MORTGAGE,443333.85,6.14,28/02/2014,28.02.2016,Active
LN700865,CUST102499,student loan,50395.47,2.9,17/06/2022,17/06/2040,Active
LN701229,CUST101233,Personal Loan,7997.58,15.06,08-31-2022,31-Aug-2032,Defaulted
LN700747,CUST101652,STUDENT LOAN,29856.5,3.54,20.07.2019,2022-07-20,Defaulted
LN700041,CUST101086,Personal,3923.8,6.84,03-12-2011,03-12-2018,Active
LN700313,CUST101472,auto loan,29228.74,11.78,14.01.2018,14/01/2019,Defaulted
LN700836,CUST102995,Student Loan,40875.54,45.0,2018-01-22,01-22-2019,Closed
LN700492,CUST100762,PERSONAL LOAN,9918.61,13.08,05-07-2016,2030-05-07,Closed
LN701067,CUST102519,STUDENT LOAN,52267.4,5.12,02-26-2010,2033-02-26,Closed
LN700339,CUST102981,personal loan,16890.91,12.19,17.01.2011,2020-01-17,Paid Off
LN700804,CUST101513,MORTGAGE,123359.45,4.39,30-Apr-2010,2026-04-30,Paid Off
LN700395,CUST102728,STUDENT LOAN,23748.29,2.88,06-20-2016,2019-06-20,Active
LN700320,CUST102778,Student Loan,47055.13,5.22,10/02/2010,10.02.2021,Paid Off
LN700332,CUST100759,student loan,34405.1,4.74,2017-10-12,12-Oct-2034,Paid Off
LN700757,CUST100395,Auto Loan,16667.42,11.31,01-30-2023,2040-01-30,Paid Off
LN700687,CUST100966,student loan,11876.47,2.01,08-18-2015,08-18-2019,Defaulted
LN700404,CUST101379,student loan,37680.5,6.75,05/09/2022,05.09.2040,Closed
LN700731,CUST101076,Auto Loan,34992.6,7.57,08-21-2020,21-Aug-2040,Active
LN700151,CUST101087,MORTGAGE,85053.77,2.61,2013-06-22,22.06.2034,Defaulted
LN701236,CUST102109,Personal Loan,9750.98,9.38,06.10.2020,10-06-2040,Paid Off
LN700027,CUST100565,auto loan,18256.94,4.62,14/07/2012,14/07/2035,Active
LN700561,CUST100116,personal loan,24354.73,13.86,12-05-2020,05.12.2038,Closed
LN700174,CUST102522,Home Loan,411282.54,4.11,29.12.2022,2040-12-29,
LN700795,CUST100227,Personal,8309.76,5.12,04-Jun-2011,04/06/2032,Active
LN700634,CUST101274,Mortgage,330999.39,0.0,19-May-2022,2031-05-19,Active
LN700029,CUST101671,Student Loan,34422.72,6.42,31-May-2019,2026-05-31,Closed
LN701142,CUST100510,Car Loan,12766.72,8.67,01-16-2014,2033-01-16,
LN701234,CUST102139,personal loan,10205.04,16.82,12-16-2020,16-Dec-2029,Defaulted
LN701041,CUST102485,mortgage,193889.62,4.28,08-23-2010,23-Aug-2033,Paid Off
LN700018,CUST101832,personal loan,12981.69,6.39,2023-06-14,06-14-2030,Paid Off
LN701055,CUST100484,student loan,45174.69,3.08,04-Jul-2022,07-04-2040,Closed
LN700467,CUST102048,Home Loan,344904.49,3.1,19.02.2023,2026-02-19,Closed
LN701043,CUST101930,Student Loan,54343.69,4.73,2017-02-16,16/02/2018,Paid Off
LN700154,CUST101165,mortgage,205980.65,4.7,07-13-2016,2018-07-13,Active
LN700034,CUST101886,STUDENT LOAN,54556.68,4.28,03-07-2019,2034-03-07,Defaulted
LN700686,CUST103101,Personal,17139.32,17.71,2018-06-05,05/06/2029,Paid Off
LN700723,CUST102832,STUDENT LOAN,22428.92,4.92,01-26-2011,26/01/2029,Paid Off
LN700895,CUST102774,Student Loan,17106.63,3.66,15-Dec-2011,15.12.2015,Defaulted
LN701241,CUST102712,student loan,25097.66,1.92,12-22-2021,12-22-2036,Active
LN701021,CUST100112,PERSONAL LOAN,7109.66,6.64,27/03/2017,2031-03-27,Closed
LN700692,CUST101731,personal loan,5112.85,9.35,13.06.2010,13-Jun-2011,Closed
LN700235,CUST101255,personal loan,19002.06,5.4,2015-08-10,08-10-2032,Closed
LN700309,CUST101489,Personal Loan,2348.12,5.34,2019-11-09,2020-11-09,Active
LN701098,CUST102933,student loan,19809.84,3.61,20/06/2016,2040-06-20,Paid Off
LN700661,CUST102975,Auto Loan,13568.62,4.4,05-Jan-2016,2024-01-05,Defaulted
LN700708,CUST101266,student loan,44881.92,5.73,2020-06-03,03/06/2040,Defaulted
LN701054,CUST101569,Mortgage,215594.71,3.67,08/07/2021,07-08-2040,Active
LN700208,CUST102959,Personal,9692.22,6.85,16.07.2022,2026-07-16,Defaulted
LN700417,CUST101441,personal loan,16341.94,13.82,2018-06-04,04.06.2035,Paid Off
LN701176,CUST102047,AUTO LOAN,39683.66,9.08,19/12/2017,12-19-2018,Active
LN700091,CUST100688,Personal,20482.39,8.55,2023-05-29,05-29-2040,Active
LN700402,CUST102469,Personal,22958.53,9.18,03-Jul-2016,2036-07-03,Paid Off
LN700157,CUST100028,Car Loan,27023.78,9.13,25-Nov-2011,25.11.2016,Active
LN700322,CUST101907,auto loan,33475.77,4.86,26/10/2012,26/10/2037,Closed
LN700196,CUST100916,student loan,59118.24,4.05,09.01.2013,09.01.2025,Paid Off
LN700582,CUST100954,Personal Loan,15778.14,99.9,09-05-2018,05-Sep-2029,Defaulted
LN700040,CUST102835,Auto Loan,27888.58,7.71,09-04-2012,04.09.2032,Defaulted
LN700824,CUST102474,Home Loan,317483.39,2.53,2013-01-26,26.01.2035,Defaulted
LN700337,CUST102477,PERSONAL LOAN,17076.81,7.26,03-Jun-2021,06-03-2040,Closed
LN700961,CUST102465,Student Loan,13698.45,5.86,2019-11-23,23.11.2040,Paid Off
LN700301,CUST103095,AUTO LOAN,33908.66,6.46,2013-12-01,01.12.2024,Paid Off
LN700631,CUST102208,personal loan,2491.84,15.08,10/10/2017,10-10-2039,Active
LN700275,CUST101608,Personal Loan,2284.38,7.55,10.11.2014,10.11.2018,Paid Off
LN700887,CUST100880,Personal,15937.51,16.03,2014-12-01,12-01-2035,Closed
LN700738,CUST100826,auto loan,15213.31,0.0,10/06/2021,10-Jun-2039,
LN701031,CUST101911,personal loan,8205.18,9.72,02/03/2016,02.03.2039,Defaulted
LN700148,CUST102238,Personal,3289.53,9.17,01.07.2013,2036-07-01,Defaulted
LN701180,CUST101702,Auto Loan,12258.02,8.94,24.10.2010,2023-10-24,Paid Off
LN700946,CUST100491,student loan,25111.27,2.21,29.06.2010,29/06/2026,Paid Off
LN700643,CUST102706,MORTGAGE,287560.95,4.55,05-Sep-2023,05.09.2035,Active
LN701139,CUST100299,AUTO LOAN,36365.71,6.5,2020-08-11,2040-08-11,Closed
LN700970,CUST103009,Car Loan,15184.0,7.35,25/10/2014,10-25-2032,
LN700325,CUST101967,Personal Loan,10856.57,8.88,17-Apr-2015,04-17-2037,Active
LN701100,CUST100725,Personal Loan,10810.25,15.25,2012-09-16,09-16-2034,Defaulted
LN700199,CUST102977,Student Loan,57433.74,4.59,23/09/2015,2035-09-23,Active
LN700554,CUST100072,auto loan,18206.39,-3.5,01-18-2011,18.01.2024,Closed
LN700831,CUST100995,personal loan,4664.01,11.86,20.05.2017,2036-05-20,Active
LN700261,CUST100198,Student Loan,38341.89,2.11,12.07.2016,12-Jul-2033,Active
LN700195,CUST102198,PERSONAL LOAN,4540.09,17.73,06-22-2018,22.06.2022,Closed
LN700803,CUST100538,Mortgage,350677.43,2.53,07-May-2021,07/05/2040,
LN700770,CUST100228,Car Loan,25338.32,11.74,2014-08-13,13/08/2018,Paid Off
LN700913,CUST102288,personal loan,15469.96,11.82,30.03.2014,30.03.2019,Paid Off
LN700135,CUST102547,Mortgage,386791.81,5.61,09-15-2018,15/09/2040,Active
LN700933,CUST103000,AUTO LOAN,30181.27,9.33,04-25-2018,25-Apr-2025,Defaulted
LN700971,CUST101765,student loan,9679.89,6.06,11-Jan-2018,11-Jan-2040,Paid Off
LN701130,CUST100555,Home Loan,397421.08,3.24,2015-02-13,13.02.2035,Paid Off
LN700394,CUST102815,personal loan,15972.03,11.92,10-09-2013,09/10/2017,Defaulted
LN700521,CUST102782,student loan,58966.98,4.29,20.09.2023,2040-09-20,Paid Off
LN701057,CUST100374,Student Loan,27784.11,4.23,20-Apr-2022,04-20-2040,Defaulted
LN700504,CUST100857,student loan,47660.72,4.66,06-Apr-2016,2018-04-06,Defaulted
LN700233,CUST102430,auto loan,14966.86,6.03,13.09.2013,13-Sep-2033,Defaulted
LN700107,CUST100715,MORTGAGE,80404.32,5.03,2012-08-09,09.08.2025,Active
LN700758,CUST102052,Car Loan,37701.31,11.34,2011-08-19,19/08/2020,Paid Off
LN700509,CUST100810,STUDENT LOAN,31517.9,6.72,08-17-2019,17-Aug-2025,Defaulted
LN700475,CUST100363,Auto Loan,3485.23,8.79,2016-07-19,07-19-2027,Active
LN700431,CUST101818,PERSONAL LOAN,19900.99,12.03,20-Jun-2010,2034-06-20,Defaulted
LN700718,CUST102176,PERSONAL LOAN,20393.95,6.79,16/12/2020,2036-12-16,Active
LN700186,CUST101948,MORTGAGE,235180.55,2.81,2015-11-27,11-27-2027,Defaulted
LN701036,CUST101881,STUDENT LOAN,53203.92,4.68,2011-10-25,10-25-2029,Paid Off
LN700886,CUST100241,STUDENT LOAN,50995.53,0.0,2012-07-14,2019-07-14,Closed
LN701030,CUST101660,student loan,22392.68,5.04,28/05/2023,2040-05-28,Closed
LN700701,CUST100191,AUTO LOAN,31623.19,11.95,21-Jun-2010,21/06/2034,Active
LN701128,CUST101618,AUTO LOAN,12111.0,8.93,31-Jul-2023,31.07.2029,Paid Off
LN700298,CUST100881,Home Loan,163916.5,2.68,09-17-2014,17/09/2019,Active
LN700204,CUST101167,Student Loan,50510.88,5.6,22-May-2023,05-22-2040,Paid Off
LN700603,CUST102674,Personal Loan,3475.24,11.95,03-25-2020,2025-03-25,Closed
LN700596,CUST101370,Car Loan,31388.98,11.17,2022-10-24,10-24-2040,Closed
LN700951,CUST102299,personal loan,19235.54,15.73,11-Dec-2020,12-11-2039,Closed
LN701017,CUST101241,Car Loan,12513.73,6.66,05-Apr-2021,05-Apr-2024,Paid Off
LN700368,CUST100279,personal loan,9122.93,10.03,01-06-2011,2026-01-06,
LN700299,CUST100771,Student Loan,46758.09,2.96,09-18-2023,18.09.2027,Active
LN700984,CUST101467,Car Loan,33398.31,5.26,01/07/2013,07-01-2028,Active
LN700535,CUST101057,Personal Loan,2329.17,14.71,28.06.2013,28/06/2027,Active
LN700306,CUST100034,personal loan,11492.69,10.28,19-Oct-2022,19-Oct-2040,Defaulted
LN700597,CUST102415,personal loan,6157.69,13.56,10-05-2016,2032-10-05,Defaulted
LN700117,CUST101482,Auto Loan,20551.24,6.24,19/08/2021,19/08/2029,Defaulted
LN700576,CUST100384,Auto Loan,13493.07,9.72,17-Feb-2017,17.02.2037,Active
LN701160,CUST100012,PERSONAL LOAN,20971.9,6.41,18.03.2023,2038-03-18,Defaulted
LN700013,CUST101871,AUTO LOAN,3243.32,8.31,12/02/2017,12.02.2037,Active
LN700176,CUST101038,Mortgage,282998.34,3.19,2022-05-27,27/05/2040,Active
LN700916,CUST101788,STUDENT LOAN,22404.6,4.1,27/02/2019,27-Feb-2038,Paid Off
LN700334,CUST101360,student loan,43953.5,4.3,2016-10-04,10-04-2029,Active
LN700169,CUST101924,Car Loan,20515.06,4.19,19.10.2022,19.10.2027,Closed
LN700773,CUST102121,STUDENT LOAN,52298.17,6.51,06-06-2013,2015-06-06,Active
LN700344,CUST100430,PERSONAL LOAN,20062.09,8.57,31-Dec-2017,31.12.2040,
LN700243,CUST101252,auto loan,6391.51,8.54,09-May-2012,2024-05-09,Defaulted
LN700559,CUST102610,AUTO LOAN,16948.52,11.46,27/04/2011,04-27-2025,Active
LN700234,CUST100049,Mortgage,212479.77,2.95,06.12.2020,2040-12-06,Defaulted
LN700373,CUST100985,mortgage,183339.94,4.0,23.11.2010,2028-11-23,Closed
LN701133,CUST101990,MORTGAGE,117487.1,6.06,2010-10-01,10-01-2018,Paid Off
